tweetid,created,date,hour,weekday,text,tweet_text_raw,retweets,favorites,source.r,hashtag,num.emojis,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment_confidence,sentiment
13276,2017-10-16 19:55:51,2017-10-16,19,Monday,"First I thought ""I don't want people to judge me. They'll think I want attention"" And then I thought, ""That is exactly the problem."" #MeToo","First I thought ""I don't want people to judge me. They'll think I want attention"" And then I thought, ""That is exactly the problem."" #MeToo",0.0,4.0,WEB,#metoo,0.0,0.705788254737854,0.27557292580604553,0.018638812005519867,-0.6871494427323341,0.705788254737854,Negative
5549,2017-10-16 19:57:01,2017-10-16,19,Monday,It's important to show you're an ally to those tweeting or posting #metoo . It affects you more than you know.  These are your people.,It's important to show you're an ally to those tweeting or posting #metoo . It affects you more than you know. These are your people.,0.0,0.0,ANDROID,#metoo,0.0,0.18357181549072266,0.5563308000564575,0.2600974440574646,0.07652562856674194,0.5563308000564575,Neutral
25420,2017-10-16 19:54:33,2017-10-16,19,Monday,"#MeToo 
Please share so we can show the magnitude of the problem #SexualHarasment #SexualAssault #SexualVictim<e2><80><a6> https://t.co/8ZUhouduxl",#MeToo Please share so we can show the magnitude of the problem #SexualHarasment #SexualAssault #SexualVictim<e2><80><a6> https://t.co/8ZUhouduxl,0.0,0.0,IPHONE,#metoo,0.0,0.5726920962333679,0.4000184237957001,0.027289457619190216,-0.5454026386141777,0.5726920962333679,Negative
24200,2017-10-16 21:42:48,2017-10-16,21,Monday,#MeToo had a fair share of harassment that I never fully got through. Let's not forget though that men get harassed as well.,#MeToo had a fair share of harassment that I never fully got through. Let's not forget though that men get harassed as well.,0.0,2.0,ANDROID,#metoo,0.0,0.8427552580833435,0.14931559562683105,0.007929189130663872,-0.8348260689526796,0.8427552580833435,Negative
22099,2017-10-16 19:12:49,2017-10-16,19,Monday,"Watching the #metoo status updates -  men must do better. I was raised by a mother, two sisters, and I share my life with a woman.","Watching the #metoo status updates - men must do better. I was raised by a mother, two sisters, and I share my life with a woman.",0.0,1.0,IPHONE,#metoo,0.0,0.5766336917877197,0.3963124454021454,0.02705385535955429,-0.5495798364281654,0.5766336917877197,Negative
12642,2017-10-16 20:35:50,2017-10-16,20,Monday,To the women saying #MeToo: I hear you and I believe you.,To the women saying #MeToo: I hear you and I believe you.,2.0,5.0,Unknown,#metoo,0.0,0.026206135749816895,0.3620612323284149,0.6117326021194458,0.5855264663696289,0.6117326021194458,Positive
12747,2017-10-16 20:28:44,2017-10-16,20,Monday,"@default__this You're not disgusting, you were vulnerable and taken advantage of and lots of us have been in similar positions  #metoo","@default__this You're not disgusting, you were vulnerable and taken advantage of and lots of us have been in similar positions #metoo",0.0,4.0,IPHONE,#metoo,0.0,0.617422342300415,0.3522951006889343,0.030282562598586082,-0.587139779701829,0.617422342300415,Negative
3276,2017-10-16 21:25:19,2017-10-16,21,Monday,"For those of us not willing to share our stories, #MeToo","For those of us not willing to share our stories, #MeToo",0.0,1.0,IPHONE,#metoo,0.0,0.4074210822582245,0.5596191883087158,0.03295973315834999,-0.3744613490998745,0.5596191883087158,Neutral
22843,2017-10-16 20:39:20,2017-10-16,20,Monday,The Movement of #MeToo - The Atlantic https://t.co/wFvzsEr28H,The Movement of #MeToo - The Atlantic https://t.co/wFvzsEr28H,1.0,2.0,IPHONE,#metoo,0.0,0.01306457631289959,0.913174569606781,0.07376086711883545,0.06069629080593586,0.913174569606781,Neutral
14125,2017-10-16 23:44:35,2017-10-16,23,Monday,"If you<e2><80><99>re a guy/gay guy and you<e2><80><99>re posting <e2><80><9c>#metoo<e2><80><9d>, delete that shit.

You<e2><80><99>re COMPLETELY disrespecting women... https://t.co/BuYUirppS2","If you<e2><80><99>re a guy/gay guy and you<e2><80><99>re posting <e2><80><9c>#metoo<e2><80><9d>, delete that shit. You<e2><80><99>re COMPLETELY disrespecting women... https://t.co/BuYUirppS2",0.0,1.0,Unknown,#metoo,0.0,0.8976863622665405,0.09473507851362228,0.007578506134450436,-0.8901078561320901,0.8976863622665405,Negative
3062,2017-10-16 22:52:43,2017-10-16,22,Monday,"With the staggering number of #metoo posts online, we hope the weight of their words pushes #government action agai<e2><80><a6> https://t.co/75kfj0jNU1","With the staggering number of #metoo posts online, we hope the weight of their words pushes #government action agai<e2><80><a6> https://t.co/75kfj0jNU1",0.0,0.0,IPHONE,#metoo,0.0,0.0763658657670021,0.7247627377510071,0.19887138903141022,0.12250552326440811,0.7247627377510071,Neutral
13051,2017-10-16 23:35:11,2017-10-16,23,Monday,"Me, too.

One gem was when I got my butt pinched while getting complimented on my editor<e2><80><99>s column that month. <ed><a0><bd><ed><b9><84> #metoo","Me, too. One gem was when I got my butt pinched while getting complimented on my editor<e2><80><99>s column that month. <ed><a0><bd><ed><b9><84> #metoo",0.0,0.0,IPHONE,#metoo,1.0,0.04630390554666519,0.2326195389032364,0.7210765480995178,0.6747726425528526,0.7210765480995178,Positive
3322,2017-10-16 20:52:30,2017-10-16,20,Monday,This #MeToo is stirring up thoughts and emotions I don't want to deal with.,This #MeToo is stirring up thoughts and emotions I don't want to deal with.,0.0,0.0,ANDROID,#metoo,0.0,0.9170910716056824,0.07721099257469177,0.005697916727513075,-0.9113931548781693,0.9170910716056824,Negative
16978,2017-10-16 21:55:59,2017-10-16,21,Monday,"#metoo
Because by speaking up I've been perceived as being a BITCH. Well,  I don't want anything to do with you either.","#metoo Because by speaking up I've been perceived as being a BITCH. Well, I don't want anything to do with you either.",0.0,1.0,ANDROID,#metoo,0.0,0.9452458620071411,0.05068120360374451,0.00407289108261466,-0.9411729709245265,0.9452458620071411,Negative
16228,2017-10-16 23:58:12,2017-10-16,23,Monday,You don<e2><80><99>t ask a 6 year old what they were wearing so why ask a 22 year old the same question...  #MeToo,You don<e2><80><99>t ask a 6 year old what they were wearing so why ask a 22 year old the same question... #MeToo,0.0,1.0,IPHONE,#metoo,0.0,0.7151697874069214,0.27486658096313477,0.009963656775653362,-0.705206130631268,0.7151697874069214,Negative
4724,2017-10-16 22:00:04,2017-10-16,22,Monday,What to do when the women in your life posts #metoo https://t.co/eXkposs6T9 https://t.co/xoE2293kt5,What to do when the women in your life posts #metoo https://t.co/eXkposs6T9 https://t.co/xoE2293kt5,5.0,2.0,Unknown,#metoo,0.0,0.2297002077102661,0.7437143921852112,0.02658545970916748,-0.20311474800109863,0.7437143921852112,Neutral
9538,2017-10-16 20:31:59,2017-10-16,20,Monday,I was only a child. I got whipped because I told. He said that would happen. So I never told again. #MeToo,I was only a child. I got whipped because I told. He said that would happen. So I never told again. #MeToo,0.0,0.0,Unknown,#metoo,0.0,0.7420400381088257,0.2352917641401291,0.022668298333883286,-0.7193717397749424,0.7420400381088257,Negative
17901,2017-10-16 21:46:34,2017-10-16,21,Monday,Have you been subjected to PC/Liberal/Labour harassment? #Metoo,Have you been subjected to PC/Liberal/Labour harassment? #Metoo,0.0,0.0,Unknown,#metoo,0.0,0.6143903136253357,0.37399181723594666,0.011617884039878845,-0.6027724295854568,0.6143903136253357,Negative
4949,2017-10-16 19:59:49,2017-10-16,19,Monday,"To the #metoo posters - I see you, I hear you, I believe you.","To the #metoo posters - I see you, I hear you, I believe you.",0.0,1.0,WEB,#metoo,0.0,0.014756142161786556,0.3483315706253052,0.6369122266769409,0.6221560845151544,0.6369122266769409,Positive
19914,2017-10-16 22:24:33,2017-10-16,22,Monday,I<e2><80><99>ve been thinking exactly the same thing today. #MeToo https://t.co/NVs1KvcvlM,I<e2><80><99>ve been thinking exactly the same thing today. #MeToo https://t.co/NVs1KvcvlM,0.0,2.0,IPHONE,#metoo,0.0,0.2882061302661896,0.636888325214386,0.07490552216768265,-0.21330060809850693,0.636888325214386,Neutral
1206,2017-10-16 21:17:23,2017-10-16,21,Monday,"I was 13 at music camp. Rumors spread and *I* was taken aside by the director and scolded, nearly dismissed, for what HE did to me. #MeToo","I was 13 at music camp. Rumors spread and *I* was taken aside by the director and scolded, nearly dismissed, for what HE did to me. #MeToo",0.0,5.0,WEB,#metoo,0.0,0.7861086130142212,0.2035619467496872,0.010329428128898144,-0.775779184885323,0.7861086130142212,Negative
9757,2017-10-16 20:26:50,2017-10-16,20,Monday,"Sexually. Physically. Mentally. 
#MeToo",Sexually. Physically. Mentally. #MeToo,0.0,3.0,ANDROID,#metoo,0.0,0.1850382387638092,0.7509437203407288,0.06401804834604263,-0.12102019041776657,0.7509437203407288,Neutral
28183,2017-10-16 23:31:37,2017-10-16,23,Monday,"#metoo ..... I was 19, he was a friend, he had too much to drink and forced himself on me.... My aunt and cousin... https://t.co/ycmiI8a0cH","#metoo ..... I was 19, he was a friend, he had too much to drink and forced himself on me.... My aunt and cousin... https://t.co/ycmiI8a0cH",0.0,0.0,Unknown,#metoo,0.0,0.6580163240432739,0.32994207739830017,0.012041563168168068,-0.6459747608751059,0.6580163240432739,Negative
421,2017-10-16 22:12:04,2017-10-16,22,Monday,"#MeToo social media posts go viral, propelled by actress @Alyssa_Milano https://t.co/6EgnqQFsEZ https://t.co/4ZsTj0VZpO","#MeToo social media posts go viral, propelled by actress @Alyssa_Milano https://t.co/6EgnqQFsEZ https://t.co/4ZsTj0VZpO",0.0,3.0,Unknown,#metoo,0.0,0.00469236122444272,0.22794511914253235,0.7673625349998474,0.7626701737754047,0.7673625349998474,Positive
17682,2017-10-16 23:53:04,2017-10-16,23,Monday,"The #MeToo campaign it<e2><80><99>s heartbreaking.  So many in my feed here, Facebook and Instagram yet it doesn<e2><80><99>t surprise me.","The #MeToo campaign it<e2><80><99>s heartbreaking. So many in my feed here, Facebook and Instagram yet it doesn<e2><80><99>t surprise me.",0.0,0.0,IPHONE,#metoo,0.0,0.9016376733779907,0.08738942444324493,0.01097286120057106,-0.8906648121774197,0.9016376733779907,Negative
21631,2017-10-16 21:26:50,2017-10-16,21,Monday,too many men think it<e2><80><99>s okay to speak like this in <e2><80><9c>private<e2><80><9d> conversations - your thoughts need to change with your<e2><80><a6> https://t.co/DXBlSvHHY3,too many men think it<e2><80><99>s okay to speak like this in <e2><80><9c>private<e2><80><9d> conversations - your thoughts need to change with your<e2><80><a6> https://t.co/DXBlSvHHY3,1.0,0.0,IPHONE,#metoo,0.0,0.6998692750930786,0.28409165143966675,0.01603906974196434,-0.6838302053511143,0.6998692750930786,Negative
20632,2017-10-16 19:33:51,2017-10-16,19,Monday,@Alyssa_Milano me too. #MeToo,@Alyssa_Milano me too. #MeToo,0.0,1.0,IPHONE,#metoo,0.0,0.0525258369743824,0.6495558619499207,0.29791831970214844,0.24539248272776604,0.6495558619499207,Neutral
4016,2017-10-16 20:36:51,2017-10-16,20,Monday,"If all the women who have been sexually harassed/assaulted wrote ""Me too""we might give people a sense of the magnitude of the problem #MeToo","If all the women who have been sexually harassed/assaulted wrote ""Me too""we might give people a sense of the magnitude of the problem #MeToo",0.0,0.0,IPHONE,#metoo,0.0,0.5185272693634033,0.4480556547641754,0.033417053520679474,-0.48511021584272385,0.5185272693634033,Negative
17191,2017-10-16 20:00:59,2017-10-16,20,Monday,"My latest podcast! #metoo, bananas, and that time Johnny Cash's grandson sent me a creepy letter.... https://t.co/9BhpXRTC9i","My latest podcast! #metoo, bananas, and that time Johnny Cash's grandson sent me a creepy letter.... https://t.co/9BhpXRTC9i",0.0,0.0,Unknown,#metoo,0.0,0.26989105343818665,0.6526315808296204,0.0774773433804512,-0.19241371005773544,0.6526315808296204,Neutral
13024,2017-10-16 23:39:01,2017-10-16,23,Monday,There is not a bigger piece of shit on this earth #MeToo https://t.co/lZe1JxjqtI,There is not a bigger piece of shit on this earth #MeToo https://t.co/lZe1JxjqtI,0.0,1.0,IPHONE,#metoo,0.0,0.9154941439628601,0.07205623388290405,0.012449602596461773,-0.9030445413663983,0.9154941439628601,Negative
15874,2017-10-16 20:32:56,2017-10-16,20,Monday,Why don't we speak about it more? #metoo,Why don't we speak about it more? #metoo,0.0,0.0,WEB,#metoo,0.0,0.6294774413108826,0.35604041814804077,0.014482136815786362,-0.6149953044950962,0.6294774413108826,Negative
6675,2017-10-16 19:15:25,2017-10-16,19,Monday,In a (previous) job. The street. Public transport. By 'friends'. When drunk. When sober. When &amp; where ever someone else felt like it. #MeToo,In a (previous) job. The street. Public transport. By 'friends'. When drunk. When sober. When &amp; where ever someone else felt like it. #MeToo,0.0,0.0,ANDROID,#metoo,0.0,0.14377696812152863,0.8183237910270691,0.03789930045604706,-0.10587766766548157,0.8183237910270691,Neutral
15764,2017-10-16 19:48:40,2017-10-16,19,Monday,I just donated to #RecallPersky. Join me https://t.co/J5wi6zdSOd #MeToo https://t.co/E5D8h5WUSA,I just donated to #RecallPersky. Join me https://t.co/J5wi6zdSOd #MeToo https://t.co/E5D8h5WUSA,0.0,0.0,Unknown,#metoo,0.0,0.004971672780811787,0.5236151814460754,0.47141316533088684,0.46644149255007505,0.5236151814460754,Neutral
5328,2017-10-16 21:58:21,2017-10-16,21,Monday,"Husband of the president of a children's home who insisted on calling me ""sweetie,"" ""honey,"" ""baby."" #MeToo (1/2)","Husband of the president of a children's home who insisted on calling me ""sweetie,"" ""honey,"" ""baby."" #MeToo (1/2)",0.0,0.0,IPHONE,#metoo,0.0,0.5423153042793274,0.4245491027832031,0.033135611563920975,-0.5091796927154064,0.5423153042793274,Negative
12824,2017-10-16 20:21:39,2017-10-16,20,Monday,Catcalling is almost a normal way of life that I must admit I don<e2><80><99>t even give it a second thought. I<e2><80><99>ve kinda accepted it. <ed><a0><bd><ed><b9><81><ed><a0><bd><ed><b8><94> #metoo,Catcalling is almost a normal way of life that I must admit I don<e2><80><99>t even give it a second thought. I<e2><80><99>ve kinda accepted it. <ed><a0><bd><ed><b9><81><ed><a0><bd><ed><b8><94> #metoo,0.0,0.0,IPHONE,#metoo,2.0,0.5244616270065308,0.4029761254787445,0.07256223261356354,-0.4518993943929672,0.5244616270065308,Negative
24440,2017-10-16 21:43:24,2017-10-16,21,Monday,Don<e2><80><99>t tell me i<e2><80><99>m lying about it. #metoo,Don<e2><80><99>t tell me i<e2><80><99>m lying about it. #metoo,0.0,4.0,IPHONE,#metoo,0.0,0.8485220670700073,0.14052705466747284,0.01095090713351965,-0.8375711599364877,0.8485220670700073,Negative
17042,2017-10-16 23:01:12,2017-10-16,23,Monday,"#metoo

More than once. More than I can remember, honestly. https://t.co/HvusSt4YeT","#metoo More than once. More than I can remember, honestly. https://t.co/HvusSt4YeT",1.0,22.0,ANDROID,#metoo,0.0,0.197100430727005,0.5875234007835388,0.21537615358829498,0.018275722861289978,0.5875234007835388,Neutral
4634,2017-10-16 19:39:40,2017-10-16,19,Monday,"@womensmarch One of my abusers said nobody would believe me, that he is good friends with cops. Neither abuser know<e2><80><a6> https://t.co/X349CBS744","@womensmarch One of my abusers said nobody would believe me, that he is good friends with cops. Neither abuser know<e2><80><a6> https://t.co/X349CBS744",0.0,0.0,WEB,#metoo,0.0,0.8363605737686157,0.15315547585487366,0.01048400066792965,-0.8258765731006861,0.8363605737686157,Negative
24092,2017-10-16 19:30:58,2017-10-16,19,Monday,#MeToo - Thousands of women across the world share their experiences of sexual harassment and abuse online.,#MeToo - Thousands of women across the world share their experiences of sexual harassment and abuse online.,0.0,0.0,Unknown,#metoo,0.0,0.5797362327575684,0.3924790322780609,0.027784721925854683,-0.5519515108317137,0.5797362327575684,Negative
24467,2017-10-16 23:06:02,2017-10-16,23,Monday,It's 2017 &amp; girls still can't walk down the street w/out being cat called or dance at a club &amp; not be touched/grabbed inappropriately #metoo,It's 2017 &amp; girls still can't walk down the street w/out being cat called or dance at a club &amp; not be touched/grabbed inappropriately #metoo,1.0,3.0,IPHONE,#metoo,0.0,0.7686026096343994,0.22164203226566315,0.009755381383001804,-0.7588472282513976,0.7686026096343994,Negative
10441,2017-10-16 19:07:29,2017-10-16,19,Monday,Has someone you known been sexually assaulted? #MeToo,Has someone you known been sexually assaulted? #MeToo,1.0,0.0,IPHONE,#metoo,0.0,0.5484187006950378,0.43551304936408997,0.01606827974319458,-0.5323504209518433,0.5484187006950378,Negative
3436,2017-10-16 23:06:17,2017-10-16,23,Monday,"It was pouring 1 night as I was leaving my 1st job at 16. 60yo  boss offer me a coat, suggested I return it wearing that and a thong #MeToo","It was pouring 1 night as I was leaving my 1st job at 16. 60yo boss offer me a coat, suggested I return it wearing that and a thong #MeToo",0.0,0.0,ANDROID,#metoo,0.0,0.3380550444126129,0.5916011929512024,0.07034376263618469,-0.2677112817764282,0.5916011929512024,Neutral
10495,2017-10-16 19:44:59,2017-10-16,19,Monday,"I was 12, at Applebee<e2><80><99>s with my family. Walking past the bar on our way out. A drunk man reached behind him and grabbed my ass. #metoo","I was 12, at Applebee<e2><80><99>s with my family. Walking past the bar on our way out. A drunk man reached behind him and grabbed my ass. #metoo",0.0,1.0,IPHONE,#metoo,0.0,0.4730006754398346,0.48525628447532654,0.04174303635954857,-0.431257639080286,0.48525628447532654,Neutral
2684,2017-10-16 19:49:44,2017-10-16,19,Monday,"After seeing all of the #metoo posts, I am going to add a longform story about it to https://t.co/iVDdyCa9h8","After seeing all of the #metoo posts, I am going to add a longform story about it to https://t.co/iVDdyCa9h8",1.0,6.0,IPHONE,#metoo,0.0,0.04940413311123848,0.8379097580909729,0.11268605291843414,0.06328191980719566,0.8379097580909729,Neutral
2004,2017-10-16 22:46:38,2017-10-16,22,Monday,"#MeToo 

It is not acceptable, ever.","#MeToo It is not acceptable, ever.",0.0,0.0,Unknown,#metoo,0.0,0.9236854910850525,0.06828971207141876,0.008024769835174084,-0.9156607212498784,0.9236854910850525,Negative
7841,2017-10-16 22:51:52,2017-10-16,22,Monday,#MeToo. I'm not ready to tell my stories so publicly but applaud those women who have and might in the future as we stand up for one another,#MeToo. I'm not ready to tell my stories so publicly but applaud those women who have and might in the future as we stand up for one another,0.0,2.0,WEB,#metoo,0.0,0.12305811047554016,0.3831758499145508,0.49376603960990906,0.3707079291343689,0.49376603960990906,Positive
24827,2017-10-16 21:41:42,2017-10-16,21,Monday,Me too. #MeToo,Me too. #MeToo,0.0,0.0,ANDROID,#metoo,0.0,0.06320705264806747,0.5410102605819702,0.3957826495170593,0.33257559686899185,0.5410102605819702,Neutral
15941,2017-10-16 22:46:33,2017-10-16,22,Monday,Can't wait 'til some dude with a screenprinting shop starts selling #MeToo t-shirts.,Can't wait 'til some dude with a screenprinting shop starts selling #MeToo t-shirts.,1.0,0.0,IPHONE,#metoo,0.0,0.08472558110952377,0.38350096344947815,0.5317734479904175,0.4470478668808937,0.5317734479904175,Positive
27729,2017-10-16 22:45:50,2017-10-16,22,Monday,"Here for all of you, always. We are strong. We are resilient. This is a battlecry. #metoo https://t.co/3nYJnVi6zL","Here for all of you, always. We are strong. We are resilient. This is a battlecry. #metoo https://t.co/3nYJnVi6zL",343.0,886.0,IPHONE,#metoo,0.0,0.02300310879945755,0.14143985509872437,0.8355569839477539,0.8125538751482964,0.8355569839477539,Positive
7185,2017-10-16 23:32:17,2017-10-16,23,Monday,A Conservative Comedian Just Made A Sexist <e2><80><9c>Joke<e2><80><9d> Amid #MeToo And Quickly Paid For It https://t.co/yRYK6C1YwS https://t.co/yRYK6C1YwS,A Conservative Comedian Just Made A Sexist <e2><80><9c>Joke<e2><80><9d> Amid #MeToo And Quickly Paid For It https://t.co/yRYK6C1YwS https://t.co/yRYK6C1YwS,0.0,0.0,Unknown,#metoo,0.0,0.5272320508956909,0.4432544410228729,0.029513465240597725,-0.4977185856550932,0.5272320508956909,Negative
17339,2017-10-16 22:40:23,2017-10-16,22,Monday,It<e2><80><99>s not happened to me but it did to someone very very close to me and it was the most heartbreaking thing ever. #metoo,It<e2><80><99>s not happened to me but it did to someone very very close to me and it was the most heartbreaking thing ever. #metoo,0.0,1.0,IPHONE,#metoo,0.0,0.9079347252845764,0.08294273912906647,0.009122539311647415,-0.898812185972929,0.9079347252845764,Negative
5482,2017-10-16 21:56:36,2017-10-16,21,Monday,#metoo. It is alarmingly clear that most men don't have a clue what constitutes sexual harassment and think it's something only other men do,#metoo. It is alarmingly clear that most men don't have a clue what constitutes sexual harassment and think it's something only other men do,0.0,2.0,WEB,#metoo,0.0,0.9136694073677063,0.08056935667991638,0.005761261563748121,-0.9079081458039582,0.9136694073677063,Negative
24300,2017-10-16 22:14:23,2017-10-16,22,Monday,#MeToo It happened in 2012 ! A guy who was behind me at a music festival touched me inappropriatly..I remember like it was yesterday! (1),#MeToo It happened in 2012 ! A guy who was behind me at a music festival touched me inappropriatly..I remember like it was yesterday! (1),0.0,0.0,ANDROID,#metoo,0.0,0.15477855503559113,0.5827442407608032,0.2624772787094116,0.1076987236738205,0.5827442407608032,Neutral
6966,2017-10-16 22:32:57,2017-10-16,22,Monday,"#MeToo 
To me, and to someone else. If we men can't acknowledge our failures, we'll never improve.

https://t.co/cOkyKAZKgB","#MeToo To me, and to someone else. If we men can't acknowledge our failures, we'll never improve. https://t.co/cOkyKAZKgB",0.0,1.0,ANDROID,#metoo,0.0,0.7406923174858093,0.2335926592350006,0.025715013965964317,-0.714977303519845,0.7406923174858093,Negative
2770,2017-10-16 23:44:42,2017-10-16,23,Monday,Don't forget the Male victims in the  #MeToo #ibelieveyou campaign.  Love to ALL strong enough to overcome these atrocities through faith.,Don't forget the Male victims in the #MeToo #ibelieveyou campaign. Love to ALL strong enough to overcome these atrocities through faith.,0.0,0.0,WEB,#metoo,0.0,0.15638424456119537,0.4023818373680115,0.44123396277427673,0.28484971821308136,0.44123396277427673,Positive
14761,2017-10-16 21:56:44,2017-10-16,21,Monday,"When I was 12 and 17. The feeling never goes away. If you're shocked you haven't been paying attention/are part of the problem. 
#MeToo",When I was 12 and 17. The feeling never goes away. If you're shocked you haven't been paying attention/are part of the problem. #MeToo,0.0,0.0,IPHONE,#metoo,0.0,0.799265444278717,0.18166452646255493,0.019070036709308624,-0.7801954075694084,0.799265444278717,Negative
24849,2017-10-16 23:23:57,2017-10-16,23,Monday,A Conservative Comedian Just Made A Sexist <e2><80><9c>Joke<e2><80><9d> Amid #MeToo And Quickly Paid For It https://t.co/K3LDwfn42y https://t.co/K3LDwfn42y,A Conservative Comedian Just Made A Sexist <e2><80><9c>Joke<e2><80><9d> Amid #MeToo And Quickly Paid For It https://t.co/K3LDwfn42y https://t.co/K3LDwfn42y,0.0,0.0,Unknown,#metoo,0.0,0.5272320508956909,0.4432544410228729,0.029513465240597725,-0.4977185856550932,0.5272320508956909,Negative
16591,2017-10-16 23:54:34,2017-10-16,23,Monday,So who DOESN<e2><80><99>T have a story? #MeToo,So who DOESN<e2><80><99>T have a story? #MeToo,0.0,6.0,IPHONE,#metoo,0.0,0.6171629428863525,0.36993661522865295,0.01290044467896223,-0.6042624982073903,0.6171629428863525,Negative
23338,2017-10-16 23:07:41,2017-10-16,23,Monday,"@vandalog <e2><80><98>Other Weinsteins<e2><80><99>: OK, but the #metoo posts show problem not just sole predators, but widespread culture<e2><80><a6> https://t.co/atRvUotuBs","@vandalog <e2><80><98>Other Weinsteins<e2><80><99>: OK, but the #metoo posts show problem not just sole predators, but widespread culture<e2><80><a6> https://t.co/atRvUotuBs",0.0,0.0,IPHONE,#metoo,0.0,0.49422135949134827,0.48432618379592896,0.021452415734529495,-0.47276894375681877,0.49422135949134827,Negative
20654,2017-10-16 22:03:01,2017-10-16,22,Monday,@womensmarch Every single woman I have asked has experienced some form of harassment in the work place #MeToo,@womensmarch Every single woman I have asked has experienced some form of harassment in the work place #MeToo,0.0,0.0,IPHONE,#metoo,0.0,0.599207878112793,0.3785858154296875,0.022206362336874008,-0.577001515775919,0.599207878112793,Negative
16523,2017-10-16 21:55:16,2017-10-16,21,Monday,#MeToo but now I have a loving husband and a beautiful son. What happened to me did not destroy me,#MeToo but now I have a loving husband and a beautiful son. What happened to me did not destroy me,0.0,3.0,IPHONE,#metoo,0.0,0.04555802419781685,0.14271171391010284,0.8117302656173706,0.7661722414195538,0.8117302656173706,Positive
18376,2017-10-16 19:20:59,2017-10-16,19,Monday,If it happens at work you pretend it never happened to keep your job.  #MeToo,If it happens at work you pretend it never happened to keep your job. #MeToo,0.0,0.0,IPHONE,#metoo,0.0,0.51224285364151,0.4580765664577484,0.02968057245016098,-0.48256228119134903,0.51224285364151,Negative
17707,2017-10-16 19:50:25,2017-10-16,19,Monday,"Because we need to stop being permissive and staying quiet about these ""normal"" male behaviors #metoo","Because we need to stop being permissive and staying quiet about these ""normal"" male behaviors #metoo",0.0,0.0,IPHONE,#metoo,0.0,0.5559646487236023,0.4258865714073181,0.018148701637983322,-0.537815947085619,0.5559646487236023,Negative
8794,2017-10-16 19:39:29,2017-10-16,19,Monday,Yeah #MeToo,Yeah #MeToo,0.0,0.0,Unknown,#metoo,0.0,0.060209207236766815,0.45416295528411865,0.4856278896331787,0.4254186823964119,0.4856278896331787,Positive
1503,2017-10-16 19:23:56,2017-10-16,19,Monday,#MeToo #ibelieveyou #ibelievesurvivors #NoMore #FCASV  coercion is used often in sexual assault... at 15 coercion i<e2><80><a6> https://t.co/rMrQgbap1e,#MeToo #ibelieveyou #ibelievesurvivors #NoMore #FCASV coercion is used often in sexual assault... at 15 coercion i<e2><80><a6> https://t.co/rMrQgbap1e,0.0,0.0,IPHONE,#metoo,0.0,0.7458141446113586,0.24044975638389587,0.01373607199639082,-0.7320780726149678,0.7458141446113586,Negative
581,2017-10-16 19:55:50,2017-10-16,19,Monday,Yes. This. #metoo Survivors don<e2><80><99>t owe anyone anything but they deserve an #Ibelieveyou https://t.co/JyNLRIHrOU,Yes. This. #metoo Survivors don<e2><80><99>t owe anyone anything but they deserve an #Ibelieveyou https://t.co/JyNLRIHrOU,0.0,3.0,IPHONE,#metoo,0.0,0.3785126209259033,0.4718760848045349,0.14961135387420654,-0.22890126705169678,0.4718760848045349,Neutral
15175,2017-10-16 22:58:47,2017-10-16,22,Monday,@Alyssa_Milano @KaciDanger Happened many times in nearly every single one of my jobs. #MeToo,@Alyssa_Milano @KaciDanger Happened many times in nearly every single one of my jobs. #MeToo,0.0,0.0,Unknown,#metoo,0.0,0.14769597351551056,0.653308093547821,0.1989959478378296,0.05129997432231903,0.653308093547821,Neutral
10644,2017-10-16 21:55:33,2017-10-16,21,Monday,#metoo x 4 different men. All before age 14.,#metoo x 4 different men. All before age 14.,0.0,0.0,Unknown,#metoo,0.0,0.32590124011039734,0.6411152482032776,0.032983504235744476,-0.29291773587465286,0.6411152482032776,Neutral
18991,2017-10-16 22:00:21,2017-10-16,22,Monday,"#metoo the first time I was sexually assaulted, I was 12. We all need to work together to create a new paradigm where it<e2><80><99>s not ok.","#metoo the first time I was sexually assaulted, I was 12. We all need to work together to create a new paradigm where it<e2><80><99>s not ok.",1.0,3.0,IPHONE,#metoo,0.0,0.88790363073349,0.10513909161090851,0.006957321893423796,-0.8809463088400662,0.88790363073349,Negative
2729,2017-10-16 20:48:40,2017-10-16,20,Monday,"Yesterday for hours, my newsfeed was literally nothing but #MeToo posts. It was sad but enlightening, especially... https://t.co/k2Aii2UkaR","Yesterday for hours, my newsfeed was literally nothing but #MeToo posts. It was sad but enlightening, especially... https://t.co/k2Aii2UkaR",0.0,0.0,Unknown,#metoo,0.0,0.42144885659217834,0.3253525495529175,0.25319862365722656,-0.16825023293495178,0.42144885659217834,Negative
23686,2017-10-16 22:10:53,2017-10-16,22,Monday,"#MeToo . Girls out there in the world honestly ur doing so well, I love you all and I<e2><80><99>m so proud of how you<e2><80><99>re dealing with it so keep going","#MeToo . Girls out there in the world honestly ur doing so well, I love you all and I<e2><80><99>m so proud of how you<e2><80><99>re dealing with it so keep going",1.0,2.0,IPHONE,#metoo,0.0,0.007313503418117762,0.022859839722514153,0.9698266983032227,0.9625131948851049,0.9698266983032227,Positive
