tweetid,created,text,retweets,favorites,source.r,hashtag,num.emojis,emoji_names
5247,2017-10-16 19:27:52,When I let a friend pour my drink at a stranger's house party. Everyone said I couldn't hold my drink. I was humiliated...and silent. #MeToo,0,0,ANDROID,#metoo,0,
5248,2017-10-16 22:14:04,@Cole_Bernstein I tried typing out a variety of different things...nothing ultimately felt comfortable sharing. All I could say was #metoo,0,12,IPHONE,#metoo,0,
5249,2017-10-16 23:18:29,When you wanted to say something but felt your voice go dry. When it's still easier to suppress and invalidate than to confront. #MeToo,0,2,WEB,#metoo,0,
5250,2017-10-16 23:38:26,#Metoo. When I was 15 &amp; 16 years old &amp; most recently at the age of 24. Sexual &amp; indecent assaults. I was a kid &amp; thought I was the problem,0,0,IPHONE,#metoo,0,
5251,2017-10-16 22:09:34,"Let's talk about catcalling, consent (for the big AND little things) and the reality of alcohol and hook up culture  #MeToo",0,8,IPHONE,#metoo,0,
5252,2017-10-16 20:15:25,I still can't talk about it. #MeToo,0,4,WEB,#metoo,0,
5253,2017-10-16 23:53:37,"#MeToo because I have too many stories to even post. I have been drugged, sexually harassed, assaulted and by definition raped.",1,24,IPHONE,#metoo,0,
5254,2017-10-16 20:41:19,"In Australia, words, touches, groped in markets, night clubs, xmas party...#metoo",0,1,IPHONE,#metoo,0,
5255,2017-10-16 21:22:13,"#MeToo ""If all the women (and men) who have been sexually harassed or assaulted wrote 'Me too.' As a status, we mi<e2><80><a6> https://t.co/u58hiQQv5f",1,3,NA,#metoo,0,
5256,2017-10-16 21:45:40,"#metoo, you are not alone",0,5,ANDROID,#metoo,0,
5257,2017-10-16 20:50:50,Raped by someone who wanted to prove he wasn<e2><80><99>t gay in college. No charges because I invited him in to my bedroom (dorm room) #metoo,0,0,IPHONE,#metoo,0,
5258,2017-10-16 23:25:38,turns out that a WoC began the #MeToo movement ~10 years ago and has been empowering survivors to speak out the who<e2><80><a6> https://t.co/d5lkDRCbmr,2,5,WEB,#metoo,0,
5259,2017-10-16 19:34:27,"By a <c2><ab><c2><a0>friend<c2><a0><c2><bb> during holidays, I was brushing by teeth in the bathroom, he came inside, closed the door, stood behind me #meToo",0,1,IPHONE,#metoo,0,
5260,2017-10-16 20:51:14,Was told I'd never be promoted after the CEO asked me if my sexual harrasser could come back to work &lt; a week later &amp; I said no #MeToo,1,3,ANDROID,#metoo,0,
5261,2017-10-16 21:32:34,If u do not want to participate in #metoo u are free not to.Do not let these people talk u into in when u are not ready&amp;or u dont trust them,1,2,ANDROID,#metoo,0,
5262,2017-10-16 23:33:21,Help kids say #metoo. Watch @anopensecret exposing pedophiles in Hollywood https://t.co/BC8QRhgVpb,4,4,IPHONE,#metoo,0,
5263,2017-10-16 23:27:00,"I was grabbed at my waist, breast and thigh - happened on holiday, my work place and at several social gatherings #MeToo",0,1,IPHONE,#metoo,0,
5264,2017-10-16 21:47:37,@The_Green_City Sad. All hurt which was part of patriarchy entitlement but men were hurt as much but never had any<e2><80><a6> https://t.co/APsGFBRQHE,0,0,ANDROID,#metoo,0,
5265,2017-10-16 22:02:10,To all of you with this same sentiment. Thank you. #MeToo https://t.co/dDmk3FFooR,0,1,ANDROID,#metoo,0,
5266,2017-10-16 23:26:10,"#metoo 
I don't have any personal words I feel comfortable sharing here, so I'll just share what Aimee wrote... https://t.co/YRC9Mlr1LI",0,0,NA,#metoo,0,
5267,2017-10-16 22:38:19,@kScodders So brave and so proud of you. No more silence #MeToo,0,0,ANDROID,#metoo,0,
5268,2017-10-16 19:22:52,"ha what are you fuckin kiddin me, of course #MeToo 
*flicks cigarette*",0,1,WEB,#metoo,0,
5269,2017-10-16 22:19:23,@kimrhodes4real I will read when i get home. #MeToo twice. I was 9yrs old &amp; 14yrs old and I'm still dealing with mi<e2><80><a6> https://t.co/rWrzT7pOoj,0,0,ANDROID,#metoo,0,
5270,2017-10-16 20:21:33,#MeToo: Sexual harassment stories sweep social media after Weinstein allegations https://t.co/AG3SAwfr0L https://t.co/MPcGTJfHUc (Reuters),1,1,NA,#metoo,0,
5271,2017-10-16 21:06:25,#metoo. not that anyone believed me,0,1,NA,#metoo,0,
5272,2017-10-16 23:46:12,#meToo. All that needs to be said. https://t.co/VI04l6HQ9P,0,1,ANDROID,#metoo,0,
5273,2017-10-16 23:25:09,@Erin_DS Amen. #metoo. Too many times to count.,0,2,IPHONE,#metoo,0,
5274,2017-10-16 22:50:31,These #metoo posts are breaking my heart and making me so angry.,0,1,IPHONE,#metoo,0,
5275,2017-10-16 19:26:11,#metoo I was walking down an ally and a guy jumped out and dragged me on to the floor he was trying to undress me I was 13. I pushed him off,0,0,IPHONE,#metoo,0,
5276,2017-10-16 22:45:10,WHOA: Did Monica Lewinsky just SMACK Bill Clinton with her #MeToo tweet? https://t.co/Jj1co2UqQ9 via @twitchyteam https://t.co/f995VjEIA7,0,0,NA,#metoo,0,
5277,2017-10-16 22:54:05,@Alyssa_Milano #MeToo Oh wait I'm a guy,0,0,ANDROID,#metoo,0,
5278,2017-10-16 22:42:44,"Some horrible stories women are sharing about experiences with sexual assault. If anyone hurts my daughter, I will end up in prison. #MeToo",0,56,IPHONE,#metoo,0,
5279,2017-10-16 20:14:37,Been an important conversation on twitter today. Didn't say earlier cos imp women's voices are heard. Its dying down though so  #metoo,0,2,ANDROID,#metoo,0,
5280,2017-10-16 19:32:11,"#MeToo is dividing us saying that women being harassed is more important than men and boys. As a 13 yr old boy, I was molested by stepmother",0,0,ANDROID,#metoo,0,
5281,2017-10-16 19:38:37,I salute all the women out there that are coming forward to say #MeToo and as a man I am saying I am a victim of sexual abuse &amp; assault also,0,1,ANDROID,#metoo,0,
5282,2017-10-16 20:39:29,See this why passive voice is bad. #MeToo https://t.co/9huCq0k3oI,0,1,ANDROID,#metoo,0,
5283,2017-10-16 22:43:03,"Here in support of the #metoo movement. Men, do better.",0,0,IPHONE,#metoo,0,
5284,2017-10-16 19:22:20,"@Andy6323 Take a look at the #MeToo hashtag, Andy.",0,0,ANDROID,#metoo,0,
5285,2017-10-16 21:18:34,Been reading a lot of posts from female friends and family posting #metoo stories over the last day or two. While I don't have much to (1/x),0,2,ANDROID,#metoo,0,
5286,2017-10-16 23:39:52,"@Alyssa_Milano Yelled at while walking with my boyfriend to my apartment, hey girl you wanna f*ck? #metoo",0,0,ANDROID,#metoo,0,
5287,2017-10-16 22:33:24,"#MeToo
If you've been sexually harassed or assaulted, copy/paste this status to give people a sense of the magnitude of the problem.",1,0,NA,#metoo,0,
5288,2017-10-16 23:22:04,"All this news is absolutely devastating and it's only Monday... <ed><a0><bd><ed><b2><94>

#CaliforniaWildfires
#MeToo
#MikePence
#Mogadishu
#MuslimBan3
#Rohingya",7,27,WEB,#metoo,1,broken heart
5289,2017-10-16 20:31:12,@Hesiod2k11 And that. Co-opting #MeToo because her apartment lease is up is a real class act. She's full of it.,0,0,WEB,#metoo,0,
5290,2017-10-16 22:30:52,"Me, too. Too many incidents to count. I don't know a woman who has not been the victim of harassment. #MeToo",0,0,IPHONE,#metoo,0,
5291,2017-10-16 20:21:18,Believe. Support. Listen. Learn.  #metoo - Change for the better. Live for the future.,0,10,IPHONE,#metoo,0,
5292,2017-10-16 22:21:13,Wait a minute...you like Kim Possible porn pics? #Metoo https://t.co/ocEuDeAro3 https://t.co/0xs8j40vlH,0,0,WEB,#metoo,0,
5293,2017-10-16 20:30:13,Pretty much just shutting up and listening to #metoo.,0,3,NA,#metoo,0,
5294,2017-10-16 19:03:06,"Yeah, some people really shouldn't go near alcohol #MeToo",0,0,ANDROID,#metoo,0,
5295,2017-10-16 20:48:14,@RoseMarie4Real #MeToo  shout it loud,0,0,ANDROID,#metoo,0,
5296,2017-10-16 21:25:02,#MeToo mine would wait until I was asleep and then assault me https://t.co/S2r9ZviW9e,0,0,ANDROID,#metoo,0,
5297,2017-10-16 19:51:05,"The sheer volume of #MeToo tweets should make you feel gross inside. There is a huge problem in our society, dudes. We must do better.",0,5,WEB,#metoo,0,
5298,2017-10-16 23:41:43,"To all of you beautiful, strong, courageous #metoo s out there I see you. I believe you. I'm committed to holding my gender accountable.",0,6,WEB,#metoo,0,
5299,2017-10-16 23:36:50,Too painful to discuss details but #MeToo,0,1,NA,#metoo,0,
5300,2017-10-16 19:06:47,#MeToo So many times. The worst is when they follow you in the street. I have to weigh my dignity against my safety.,0,1,ANDROID,#metoo,0,
5301,2017-10-16 19:28:49,This<ed><a0><bd><ed><b1><87><ed><a0><bc><ed><bf><bc>. Whether it was big or a small story. All of it is as bad. So yes #metoo! https://t.co/T4Nbirtyb2,0,1,IPHONE,#metoo,2,"backhand index pointing down, backhand index pointing down: medium-light skin tone"
5302,2017-10-16 23:08:43,#MeToo Solidarity to all brave enough to share #MeToo &amp; highlight ther sexual harassment &amp; abuse. Equal solidarity if you don't feel brave.,0,0,NA,#metoo,0,
5303,2017-10-16 22:08:35,It's sad to see how many #MeToo posts there are (and this is just from those who are willing to admit). We still have a long way to go.,0,5,NA,#metoo,0,
5304,2017-10-16 21:11:10,"#MeToo I was abused, I was only 4 then again at 6 and 7 - 13, then I fought back! In children's homes it''s rife #abuse #SpeakUp",0,0,IPHONE,#metoo,0,
5305,2017-10-16 22:17:25,"#MeToo it started at age 6, the rapes started at 8 and I started acting out at 12, had a baby at 15... Need more or is that #EnoughAlready",1,0,IPHONE,#metoo,0,
5306,2017-10-16 19:31:01,"The first time I can remember was when I was 12. All I wanted to do was crawl inside myself, be invisible. #MeToo",0,0,WEB,#metoo,0,
5307,2017-10-16 22:45:22,The cool thing about Facebook is seeing dudes who sexually harassed you react to #MeToo with such shock! and horror!,0,1,WEB,#metoo,0,
5308,2017-10-16 20:31:58,I stand with all victims of sexual assault and harassment. #MeToo,0,0,IPHONE,#metoo,0,
5309,2017-10-16 19:15:46,@josephdamron2 @HDblurredvision @nytimes MEN. Thats the group.  #MeToo,0,0,ANDROID,#metoo,0,
5310,2017-10-16 22:32:36,Need more than awareness #MeToo,0,0,WEB,#metoo,0,
5311,2017-10-16 19:02:06,@sarahbeaulieu @AndreaChalupa @Alyssa_Milano Thank you. It's heartbreaking to see so many #MeToo responses but insp<e2><80><a6> https://t.co/N0Ag35EZUU,24,202,IPHONE,#metoo,0,
5312,2017-10-16 20:57:33,"1 I didn't even know, 1 was my boyfriend, 1 was my personal trainer #metoo #noshame #survivetothrive I'm living complete in Jesus",1,1,IPHONE,#metoo,0,
5313,2017-10-16 19:30:03,#metoo many many times,0,0,IPHONE,#metoo,0,
5314,2017-10-16 19:18:51,"Spoke up about a harasser at work showing naked pics of himself , he got 2 wks paid vacay, i got years of turmoil #MeToo",0,0,IPHONE,#metoo,0,
5315,2017-10-16 22:15:28,Changing the perspective #MeToo https://t.co/TIw6iZYQ89,0,0,IPHONE,#metoo,0,
5316,2017-10-16 21:43:58,"#MondayMorning Sean Hughes #Ophelia #redsun #MeToo #IdLikeToTeach Harvey Weinstein's $250,000 #DementiaCareSummit<ed><a0><bd><ed><b8><8d><ed><a0><bd><ed><b8><8d><ed><a0><bd><ed><b8><9b><ed><a0><bd><ed><b8><9b>https://t.co/QrAsobBXR4",40,40,WEB,#metoo,2,"smiling face with heart-eyes, face with stuck-out tongue"
5317,2017-10-16 21:45:59,"Oh, of course #metoo I feel like being a woman means it goes without saying, but I needs to be said.",0,3,IPHONE,#metoo,0,
5318,2017-10-16 23:46:22,Today is a wonderful day to donate to @RAINN01. We unfortunately can't get rid of #MeToo today...but they're here. https://t.co/LD0UkzuIvL,0,0,WEB,#metoo,0,
5319,2017-10-16 20:15:36,Looking for a next step after the #MeToo campaign? Get involved in supporting the survivors in your community. https://t.co/iM5eRuahct,0,1,NA,#metoo,0,
5320,2017-10-16 20:14:08,The men of our society need to become a voice for the survivors of the #MeToo campaign and change the rape culture we live in today.,0,2,WEB,#metoo,0,
5321,2017-10-16 23:58:04,I would write #metoo for everytime it<e2><80><99>s happened to me but Twitter has a word limit.,0,2,IPHONE,#metoo,0,
5322,2017-10-16 19:54:42,#metoo doesn't mean all women speak up. https://t.co/nz3fhpv6cg,2,2,ANDROID,#metoo,0,
5323,2017-10-16 21:29:14,#metoo end the silence.,1,3,IPHONE,#metoo,0,
5324,2017-10-16 20:53:38,"#MeToo but more importantly, actions speak louder than words #whatsnext https://t.co/c5UAX38CSX",0,1,WEB,#metoo,0,
5325,2017-10-16 19:07:22,#MeToo but remember that not every woman that has ever been victimized will say so.,0,2,ANDROID,#metoo,0,
5326,2017-10-16 21:48:11,Knocked it out the park talking about the significance of #MeToo. <e2><9d><a4><ef><b8><8f> @RhiannonV https://t.co/ltreSPNp3b,0,10,IPHONE,#metoo,1,red heart
5327,2017-10-16 21:04:01,"While the subject of #metoo is still hot, I'm wondering who wants to produce my story as a podcast? It's a doozy...",0,0,IPHONE,#metoo,0,
5328,2017-10-16 21:58:21,"Husband of the president of a children's home who insisted on calling me ""sweetie,"" ""honey,"" ""baby."" #MeToo (1/2)",0,0,IPHONE,#metoo,0,
5329,2017-10-16 19:05:54,"#MeToo 
A <e2><80><9c>friend<e2><80><9d> in high school. It can be anyone. Saying no should be enough, especially to people you trust. It was never your fault. <ed><a0><bd><ed><b2><95>",0,16,IPHONE,#metoo,1,two hearts
5330,2017-10-16 21:09:36,@JaneBunn @7NewsMelbourne Would love 2 C U get behind the #MeToo campaign Jane. The comments U receive on your Face<e2><80><a6> https://t.co/gOZOowOIDq,0,1,WEB,#metoo,0,
5331,2017-10-16 22:46:51,Thinking about the #MeToo stories. At 19 I thought it was ok <e2><80><9c>boys will be boys<e2><80><9d> it<e2><80><99>s not ok. Ever.,0,2,IPHONE,#metoo,0,
5332,2017-10-16 20:02:24,Them. You. And #MeToo,0,1,IPHONE,#metoo,0,
5333,2017-10-16 19:07:09,"Well. #MeToo. Happened too many times to count, and it infuriates me.",0,1,IPHONE,#metoo,0,
5334,2017-10-16 22:41:20,"I applaud you, @KristaVernoff and I admire you! THIS. All.OF.THIS <ed><a0><bd><ed><b1><8f><ed><a0><bc><ed><bf><bc><ed><a0><bd><ed><b1><8f><ed><a0><bc><ed><bf><bc><ed><a0><bd><ed><b1><8f><ed><a0><bc><ed><bf><bc><ed><a0><bd><ed><b1><8f><ed><a0><bc><ed><bf><bc> #Metoo https://t.co/smv8ChpdVE",0,1,IPHONE,#metoo,2,"clapping hands, clapping hands: medium-light skin tone"
5335,2017-10-16 22:48:24,"To Mr. B, 
who tried to feel me up 
under a blanket 
at the age of fourteen.
I was sleeping, 
ran upstairs
bit my lips
hushed words.
#MeToo",8,37,IPHONE,#metoo,0,
5336,2017-10-16 19:56:02,To all the men reading the #metoo tag &amp; feeling irritated/bored/contemptuous - open your eyes &amp; ears. Feel uneasy. Discomfort means growth.,0,7,ANDROID,#metoo,0,
5337,2017-10-16 20:08:12,I stopped wearing skirts to work because an older man there made me feel so uncomfortable. I tried to avoid him. Every single day. #MeToo,0,0,IPHONE,#metoo,0,
5338,2017-10-16 21:35:48,"#MeToo sadly, I believe the majority of women could post this. Not to mention many men. It's time to put an end to this abuse.",0,0,ANDROID,#metoo,0,
5339,2017-10-16 21:53:54,"Me too.
If all the women who have been sexually harassed or assaulted wrote ""Me too"" as a status, we might give peo<e2><80><a6> https://t.co/3BtofBELJk",0,2,WEB,#metoo,0,
5340,2017-10-16 23:42:34,@Alyssa_Milano me too #metoo,0,0,IPHONE,#metoo,0,
5341,2017-10-16 20:25:58,And if there is a woman who hasn't posted #MeToo.....probably her too. https://t.co/1PYHmHZrPF,0,0,WEB,#metoo,0,
5342,2017-10-16 23:46:00,THIS: To The Men on the Other Side of #MeToo https://t.co/JOBECgJHim,0,3,NA,#metoo,0,
5343,2017-10-16 23:05:09,I couldn<e2><80><99>t quite put my finger on what irked me about all of the #MeToo posts until now. 1/,0,1,IPHONE,#metoo,0,
5344,2017-10-16 20:37:42,"#metoo. Molested by dad's friend and tae kwon do teacher in elementary school. Sucks to be a statistic, so I overco<e2><80><a6> https://t.co/hckkBpzZLp",0,0,ANDROID,#metoo,0,
5345,2017-10-16 21:05:20,MeToo! Numerous times... #MeToo,0,0,WEB,#metoo,0,
5346,2017-10-16 22:47:03,"I can't talk about it, but I feel this is important to acknowledge: #metoo",0,6,ANDROID,#metoo,0,
5347,2017-10-16 21:58:50,#MeToo Too many times to count,0,0,NA,#metoo,0,
5348,2017-10-16 22:25:01,"#MeToo 
When I called out the guy on a scam call",0,0,IPHONE,#metoo,0,
5349,2017-10-16 23:09:26,"@Amy_Siskind Instead of ""boys will be boys"" when boys harass girls, we need to teach them that their behavior isn't<e2><80><a6> https://t.co/x3DZzk1Ho6",0,0,ANDROID,#metoo,0,
5350,2017-10-16 21:55:55,"Well Katie I hope you never are sexually assaulted especially when you're trying to ""get what you want"" This is fuc<e2><80><a6> https://t.co/etxjsVbEo1",1,7,ANDROID,#metoo,0,
5351,2017-10-16 19:11:45,Me too. No man or woman should ever feel victimized. It is time to spread awareness. #MeToo,0,1,IPHONE,#metoo,0,
5352,2017-10-16 19:45:16,"#HimToo
This is the opposite of #MeToo, in a way. Men need to recognize that nearly all of us have done these... https://t.co/5V9cYC52En",5,15,NA,#metoo,0,
5353,2017-10-16 23:20:01,"#MeToo 

It doesn<e2><80><99>t matter what age you are or what you were wearing. That didn<e2><80><99>t matter when it happened to me.",0,2,IPHONE,#metoo,0,
5354,2017-10-16 21:56:29,Once in high school and once in college. #MeToo,0,0,ANDROID,#metoo,0,
5355,2017-10-16 20:25:16,This thread! Wow! Yes! Thank you! #MeToo https://t.co/0o5NP6iN9x,0,2,IPHONE,#metoo,0,
5356,2017-10-16 22:55:56,"Told my #metoo story earlier today, but deleted it after an hour. Guess I<e2><80><99>m more of a private person than I... https://t.co/Gqx2JMJtiK",0,3,NA,#metoo,0,
5357,2017-10-16 21:28:33,"The #MeToo stories are blood-curdling. I am disgusted by the horrendous and inconceivable actions of men. Guys, we need to be better people.",0,2,IPHONE,#metoo,0,
5358,2017-10-16 20:26:57,#metoo (twice),0,0,NA,#metoo,0,
5359,2017-10-16 19:07:25,The #metoo hashtag is still blowing up. Comment if you know of initiatives in NZ that address sexual violence and n<e2><80><a6> https://t.co/2J71YNLnlt,0,0,IPHONE,#metoo,0,
5360,2017-10-16 20:51:22,"#MeToo. When I was 10 I was raped by a 14 yr old girl. When I was 18, 19, &amp; 20... my boyfriend at the time regularly took advantage of me.",0,0,IPHONE,#metoo,0,
5361,2017-10-16 23:41:01,University English prof and me only 19. He got me drunk. He knew I was isolated. Now there's a classic. #MeToo,0,2,NA,#metoo,0,
5362,2017-10-16 23:33:30,"#metoo my ex boyfriend, my brother, men on the street, women on the street. People I thought were my friends.",0,1,ANDROID,#metoo,0,
5363,2017-10-16 21:38:22,#MeToo I was 5 the first time and 15 the last time. There were other instances in between. https://t.co/vbAd6G4MzU,0,0,IPHONE,#metoo,0,
5364,2017-10-16 20:06:57,"Composer wanted for choral work of enormous magnitude
Title:  ""ME TOO""
to be played in concert halls, stadiums, on radio worldwide #metoo",0,2,IPHONE,#metoo,0,
5365,2017-10-16 22:23:07,My daughter can name 6 people she knows that have been sexually assaulted. She is 13. #MeToo,0,0,ANDROID,#metoo,0,
5366,2017-10-16 22:48:25,#MeToo. If you try not to seem prudish and let 1 rude comment slide it can go to far. Which resulted in a shocking rape joke!,0,0,IPHONE,#metoo,0,
5367,2017-10-16 21:14:23,Alyssa Milano<e2><80><99>s #MeToo hashtag sheds light on sex<e2><80><a6>: https://t.co/e2OWuNRpG1,0,0,ANDROID,#metoo,0,
5368,2017-10-16 19:37:17,Some people think it<e2><80><99>s okay to verbally assault their servers because they <e2><80><9c>have to smile and take it<e2><80><9d> - but that<e2><80><99>s not my job. #metoo,1,0,IPHONE,#metoo,0,
5369,2017-10-16 20:59:33,#IBelieveYou So many #metoo tweets here and posts on FB.,0,1,NA,#metoo,0,
5370,2017-10-16 21:28:00,"I've contributed to toxic masculinity &amp; rape culture.
I<e2><80><99>ve made unwanted passes at women.
I've listened/engaged in<e2><80><a6> https://t.co/bAS9pZ4wP4",0,3,WEB,#metoo,0,
5371,2017-10-16 19:32:45,#metoo at 15 followed to &amp; from school by local paedo who molested me as a perched over the counter at my Sat job. Felt forced to be polite.,0,0,IPHONE,#metoo,0,
5372,2017-10-16 21:22:42,"It<e2><80><99>s great and scary to see all the #MeToo 

Great to see people come together, frightening to know that many have endured what they have.",0,0,IPHONE,#metoo,0,
5373,2017-10-16 21:12:56,@EllenBarkin #MeToo.  And because my mother was not on social media I<e2><80><99>m doing this one for her<e2><80><a6> #MeToo.,0,1,IPHONE,#metoo,0,
5374,2017-10-16 22:05:28,"@theamandaball Doesn't every woman?  

That's why put the bins out. #MeToo",0,0,NA,#metoo,0,
5375,2017-10-16 19:40:39,It's never right!  #MeToo,0,0,IPHONE,#metoo,0,
5376,2017-10-16 20:07:21,I still blame myself for everything no matter how many times I was told it was not my fault. #MeToo,0,1,IPHONE,#metoo,0,
5377,2017-10-16 23:00:44,"@AAUWanneh Couldn<e2><80><99>t agree more, and glad we are working together to force change #metoo",0,2,IPHONE,#metoo,0,
5378,2017-10-16 19:54:19,Forever there. Sporadically silenced. Creeps back. Darkness. Shame. Anger. Why me? Strength. Light. Maybe someday.<e2><80><a6> https://t.co/pB190aA13G,0,1,IPHONE,#metoo,0,
5379,2017-10-16 20:28:45,"These #MeToo tweets are really upsetting, it's awful that so many people are affected by sexual assault yet it's still a joke to so many",0,2,IPHONE,#metoo,0,
5380,2017-10-16 20:03:49,"#MeToo is breaking my heart
It's disgusting how many people are affected by this. Please know, I understand, and I'm sorry",0,2,IPHONE,#metoo,0,
5381,2017-10-16 23:45:03,#metoo this has to stop!!,0,0,IPHONE,#metoo,0,
5382,2017-10-16 20:43:09,"i have Too Many Thoughts on this #metoo shit,
but to sum them up:
just fxking listen to &amp; take lead from survivors.<e2><80><a6> https://t.co/aVKQ4p2aG1",0,2,IPHONE,#metoo,0,
5383,2017-10-16 23:00:00,"""It"" happened to #MeToo",0,0,ANDROID,#metoo,0,
5384,2017-10-16 22:30:20,"It's important people feel safe to tell someone. I won't keep quiet bc things need to change, for men and for women.
#metoo",0,2,IPHONE,#metoo,0,
5385,2017-10-16 20:24:54,"Not brave enough to share details, but #MeToo",0,4,IPHONE,#metoo,0,
5386,2017-10-16 23:34:42,8 year old me not telling anyone about the assault because he made me feel like I wanted it #MeToo,0,4,IPHONE,#metoo,0,
5387,2017-10-16 22:03:26,"#metoo and for all the women who don<e2><80><99>t post, it<e2><80><99>s okay you don<e2><80><99>t owe anyone your story.",0,0,IPHONE,#metoo,0,
5388,2017-10-16 21:18:45,"Me Too: Why We Need to Keep Talking About Sexual Assault and Harassment
https://t.co/JS79yM8IBT
#metoo #rapeculture #feminism #feminist #art",0,0,WEB,#metoo,0,
5389,2017-10-16 23:43:12,"#MeToo is so brave. im proud of anyone who has tweeted it. you are loved. and to those who are arent ready to say it, stay strong ily <e2><9d><a4><ef><b8><8f>",0,0,IPHONE,#metoo,1,red heart
5390,2017-10-16 20:09:47,"Watching friends put up #MeToo makes my heart sink
It's fucking horrendous 
We need to do much better
Nothing will ever fix the damage done",0,2,ANDROID,#metoo,0,
5391,2017-10-16 23:37:01,Quick blurb on what it's like #interviewingwhilefemale https://t.co/9HHabKDM0H #MeToo,0,1,WEB,#metoo,0,
5392,2017-10-16 23:08:17,As scared as I am to type #MeToo cuz I cant bare to not be believed...again. I kno wholeheartedly that speaking up is the only way it stops.,10,113,WEB,#metoo,0,
5393,2017-10-16 23:21:04,"I analyze every conversation, hoping nothing I've said could be misconstrued, because next time it might be worse. #metoo",0,2,IPHONE,#metoo,0,
5394,2017-10-16 22:33:40,"I know I<e2><80><99>m not the only one, but I want to remind others that they aren<e2><80><99>t alone. #MeToo",0,1,IPHONE,#metoo,0,
5395,2017-10-16 21:24:29,All survivors are strong and brave regardless of their decision to post #MeToo on social media,0,1,IPHONE,#metoo,0,
5396,2017-10-16 23:27:07,"No girlfriend?
A Conservative Comedian Just Made ASexist <e2><80><9c>Joke<e2><80><9d> Amid #MeToo &amp;Quickly Paid 4 It https://t.co/c0rp7CncCg via @OccupyDemocrats",0,0,WEB,#metoo,0,
5397,2017-10-16 19:30:02,"#MeToo because you should never deal with sexual assault/harassment/rape alone. 

#MeToo National Sexual Assault Ho<e2><80><a6> https://t.co/XxtjCn580g",0,0,NA,#metoo,0,
5398,2017-10-16 22:32:59,"#metoo don<e2><80><99>t call me baby, sugar, honey, sweetie Don<e2><80><99>t grab my body to look at my tattoos Don<e2><80><99>t ask me where else I have them under clothes",0,0,IPHONE,#metoo,0,
5399,2017-10-16 23:21:48,It<e2><80><99>s happened to so many women I know and makes me worry for my daughter and all of the other girls out there. #MeToo,0,4,IPHONE,#metoo,0,
5400,2017-10-16 22:20:43,People walked by me but wouldn<e2><80><99>t make eye contact and kept their heads down. No one asked me if I was okay or told him to stop #MeToo,0,2,IPHONE,#metoo,0,
5401,2017-10-16 19:40:31,@Jackquita Love and light babe <e2><9d><a4><ef><b8><8f> because.... #MeToo,0,1,IPHONE,#metoo,1,red heart
5402,2017-10-16 21:05:55,Lib Left has declared WAR on Conservatives https://t.co/5UK8gzuecd #MeToo @DSFWife @Noritaki_Phil @GoingSimple @NCCoastalRltr,0,0,WEB,#metoo,0,
5403,2017-10-16 22:23:48,Me too #MeToo https://t.co/eeZNCA30Z4,0,1,IPHONE,#metoo,0,
5404,2017-10-16 21:41:55,I thought i could trust you  #metoo,0,1,ANDROID,#metoo,0,
5405,2017-10-16 23:28:45,"#MeToo: #Me Too. Started in 1982, long before Anita Hill. Supervisor asked if he could smell my fingers when I returned from Ladies Room.",0,0,WEB,#metoo,0,
5406,2017-10-16 22:23:22,@caitrionambalfe Big gulp..first time I'm revealing this #metoo,1,8,ANDROID,#metoo,0,
5407,2017-10-16 23:00:00,@Alyssa_Milano Me too. #MeToo,0,0,IPHONE,#metoo,0,
5408,2017-10-16 23:41:15,@CynthiaRunnels1 #MeToo I have PTSD from civilian torture. I help soldiers and women with PTSD. Tweet me if you eve<e2><80><a6> https://t.co/bzpek5rOWW,0,3,NA,#metoo,0,
5409,2017-10-16 20:34:20,I had actually forgotten about this until I heard he passed away. I was standing outside my locker when a classmate<e2><80><a6> https://t.co/QCub7vIM8k,0,3,IPHONE,#metoo,0,
5410,2017-10-16 21:12:43,#MeToo I believe you. I believe you. I believe you <ed><a0><bd><ed><b2><9c>,0,5,ANDROID,#metoo,1,purple heart
5411,2017-10-16 21:58:24,@bindasladki #MeToo My horrible ordeal is too hanous to relate here. I have been an advocate for women's rights for 10 years.,0,0,ANDROID,#metoo,0,
5412,2017-10-16 20:29:18,What scares me about this #metoo movement is wondering what awful things are going to happen to my daughters,0,20,ANDROID,#metoo,0,
5413,2017-10-16 23:16:49,"#metoo Sometimes ""no"" doesn't work.",0,0,WEB,#metoo,0,
5414,2017-10-16 22:16:11,@WhiteHouse We must fix our self destructive President #ImpeachTrumpNow #ImpeachTrumpAndPence #Resist #Russia<e2><80><a6> https://t.co/o5wDL39E2V,0,0,ANDROID,#metoo,0,
5415,2017-10-16 19:15:59,A timely post from @drnerdlove: What Does It Take To Be A Better Man? https://t.co/lnEnrYrlqj #metoo #changetheratio #diversity,3,6,WEB,#metoo,0,
5416,2017-10-16 22:08:15,"To those with #metoo stories, you don't have to share it to be validated. Own your truth. I<e2><80><a6> https://t.co/ROLG9whv2q",0,0,NA,#metoo,0,
5417,2017-10-16 21:41:50,I was the victim of date rape. He was a trusted friend. And everyone said it was my fault. #MeToo https://t.co/eOikSFOzAS,0,0,IPHONE,#metoo,0,
5418,2017-10-16 20:56:15,sending love to all the survivors bc #metoo <e2><9d><a4><ef><b8><8f>,0,3,IPHONE,#metoo,1,red heart
